"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal"
"92443","Smoking Prevalence in adults (18+) - current smokers (APS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","10.1591","6.4925","13.8257","","","3258.3393","","","Cannot be calculated","Better","Better","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","","","E92000001","England","England","Persons","18+ yrs","","","2019/20","14.3168637766359","14.2349912890269","14.3987362642448","","","","703039","","Cannot be calculated","","","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","14.3955013381189","14.1135245577579","14.6774781184798","","","","59540","","Cannot be calculated","Similar","","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","14.7188","13.3324","16.1051","","","","2509","","Cannot be calculated","Similar","Similar","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","13.3157","12.6769","13.9546","","","","10865","","Cannot be calculated","Better","Better","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","15.983","14.9913","16.9746","","","","5246","","Cannot be calculated","Worse","Worse","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","11.5173","10.8389","12.1958","","","","8505","","Cannot be calculated","Better","Better","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","15.3806","14.6543","16.107","","","","9476","","Cannot be calculated","Worse","Worse","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","15.8066","15.0116","16.6016","","","","8089","","Cannot be calculated","Worse","Worse","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","19.16","17.9827","20.3373","","","","4293","","Cannot be calculated","Worse","Worse","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","13.1224","12.4659","13.7789","","","","10162","","Cannot be calculated","Better","Better","20190000","",""
"92304","Smoking prevalence in adults (18+) - current smokers (GPPS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","8.7707","5.9811","11.5603","","","","395","","Cannot be calculated","Better","Better","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","","","E92000001","England","England","Persons","15+ yrs","","","2019/20","16.46453125710651","16.454265390592454","16.474802265510665","","","8250060","50108077","","Decreasing and getting better","","","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","16.828351541323418","16.792756056599547","16.864007185428758","","","712904","4236327","","Decreasing and getting better","Worse","","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","18.926","18.7704","19.0825","","","45802","242006","","Decreasing and getting better","Worse","Worse","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","15.6875","15.6016","15.7739","","","107387","684538","","Decreasing and getting better","Better","Better","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","17.3104","17.1843","17.4372","","","59529","343892","","Decreasing and getting better","Worse","Worse","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","14.1468","14.059","14.235","","","85187","602166","","Decreasing and getting better","Better","Better","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","17.5682","17.4767","17.6601","","","116135","661052","","Decreasing and getting better","Worse","Worse","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","18.5757","18.482","18.6697","","","122546","659713","","Decreasing and getting better","Worse","Worse","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","19.3784","19.2438","19.5137","","","63873","329609","","Decreasing and getting better","Worse","Worse","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","15.9793","15.8925","16.0666","","","108701","680260","","Decreasing and getting better","Better","Better","20190000","",""
"91547","Smoking prevalence in adults (15+) - current smokers (QOF)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","15+ yrs","","","2019/20","11.3143","10.9774","11.6601","","","3744","33091","","Decreasing and getting better","Better","Better","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","","","E92000001","England","England","Persons","18+ yrs","","","2019","25.6719457720423","25.3985930209688","25.9452985231158","","","11363274.247825967","","","Cannot be calculated","","","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","26.5992064592474","25.5465366758056","27.6518762426893","","","1019621.7953689742","","","Cannot be calculated","Not compared","","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","27.4172","24.3533","30.4811","","","54128.1335","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","28.4029","25.5877","31.218","","","184172.8052","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","17.2676","14.2713","20.264","","","46647.0943","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","28.4825","25.5041","31.4608","","","160725.0601","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","29.8935","26.9106","32.8764","","","183788.7584","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","25.8261","22.9447","28.7076","","","150204.0658","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","23.4758","20.8061","26.1456","","","61936.059","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","25.9541","23.4159","28.4923","","","171473.0098","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92534","Smoking Prevalence in adults (18+) - ex smokers (APS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","26.7131","21.7806","31.6455","","","8567.6821","","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","","","E92000001","England","England","Persons","18+ yrs","","","2019/20","26.8715007311678","26.7678778522447","26.9751236100909","","","","703039","","Cannot be calculated","","","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","27.213144164365","26.8556512015546","27.5706371271753","","","","59540","","Cannot be calculated","Not compared","","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","26.9141","25.1787","28.6496","","","","2509","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","29.5533","28.6953","30.4113","","","","10865","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","17.6815","16.6491","18.7139","","","","5246","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","27.803","26.8508","28.7552","","","","8505","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","30.6646","29.7362","31.593","","","","9476","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","28.3749","27.3924","29.3573","","","","8089","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","20.29","19.0869","21.493","","","","4293","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","26.9838","26.1207","27.8468","","","","10162","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92306","Smoking prevalence in adults (18+) - ex smoker (GPPS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","34.7913","30.0941","39.4886","","","","395","","Cannot be calculated","Not compared","Not compared","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","","","E92000001","England","England","Persons","18+ yrs","","","2019","60.4459214564535","60.1193584299769","60.7724844829301","","","26755415.766741335","","","Cannot be calculated","","","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","58.5636131401113","57.3525807583777","59.7746455218448","","","2244906.684141127","","","Cannot be calculated","Worse","","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","55.8449","52.3473","59.3425","","","110251.2826","","","Cannot be calculated","Worse","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","58.9951","55.7959","62.1943","","","382541.6196","","","Cannot be calculated","Similar","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","67.2857","63.3237","71.2478","","","181766.9669","","","Cannot be calculated","Better","Better","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","59.5354","56.2403","62.8304","","","335955.1216","","","Cannot be calculated","Similar","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","54.7888","51.5279","58.0497","","","336848.014","","","Cannot be calculated","Worse","Worse","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","57.8085","54.4324","61.1846","","","336212.2938","","","Cannot be calculated","Similar","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","55.6315","52.2479","59.0151","","","146772.0593","","","Cannot be calculated","Worse","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","59.6648","56.6935","62.6361","","","394191.7848","","","Cannot be calculated","Similar","Similar","20190000","",""
"92538","Smoking Prevalence in adults (18+) - never smoked (APS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019","63.1278","57.604","68.6516","","","20246.9786","","","Cannot be calculated","Similar","Similar","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","","","E92000001","England","England","Persons","18+ yrs","","","2019/20","58.8116354921963","58.6965858520053","58.9266851323873","","","","703039","","Cannot be calculated","","","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","","","E12000004","East Midlands region","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","58.3913544975162","57.9954251263164","58.7872838687159","","","","59540","","Cannot be calculated","Worse","","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E06000015","Derby","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","58.3671","56.4382","60.296","","","","2509","","Cannot be calculated","Similar","Similar","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E10000007","Derbyshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","57.131","56.2004","58.0616","","","","10865","","Cannot be calculated","Worse","Worse","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E06000016","Leicester","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","66.3355","65.0567","67.6143","","","","5246","","Cannot be calculated","Better","Better","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E10000018","Leicestershire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","60.6797","59.6415","61.7178","","","","8505","","Cannot be calculated","Better","Better","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E10000019","Lincolnshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","53.9548","52.9512","54.9584","","","","9476","","Cannot be calculated","Worse","Worse","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E10000021","Northamptonshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","55.8185","54.7363","56.9008","","","","8089","","Cannot be calculated","Worse","Worse","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E06000018","Nottingham","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","60.5501","59.088","62.0121","","","","4293","","Cannot be calculated","Better","Better","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E10000024","Nottinghamshire","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","59.8938","58.9409","60.8468","","","","10162","","Cannot be calculated","Better","Better","20190000","",""
"92308","Smoking prevalence in adults (18+) - never smoked (GPPS)","E12000004","East Midlands region","E06000017","Rutland","Upper tier local authorities (4/19 - 3/20)","Persons","18+ yrs","","","2019/20","56.438","51.5481","61.3278","","","","395","","Cannot be calculated","Similar","Similar","20190000","",""
